"Tiempo","Frecuencia (Hz)","ESTACION","FECHA DE SUSCRIPCION","TIPO","Level (dBµV/m)","Bandwidth (Hz)","Offset (Hz)","FM (Hz)","Arch_ Info"
"01/05/2025  17:15:44,216","    91900000"," ","05/01/2024  13:44:39,000","R","  48,7","      129062","       14907","       49978",
"01/05/2025  17:15:44,216","    92100000","AMAZONAS FM","03/03/2021  13:44:39,000","R","  90,4","      141250","         421","       49974",
"01/05/2025  17:15:44,216","    92300000"," ","05/01/2024  13:44:39,000","R","  36,8","      116250","       -6359","       49976",
"01/05/2025  17:15:44,216","    92500000"," ","05/01/2024  13:44:39,000","R","  49,4","      456562","        -969","       49975",
"01/05/2025  17:15:44,216","    92700000"," ","05/01/2024  13:44:39,000","R","  36,1","      493750","        -389","       49974",
"01/05/2025  17:15:44,216","    92900000"," ","05/01/2024  13:44:39,000","R","  41,4","      494062","       -1174","       49975",
"01/05/2025  17:15:44,216","    93100000"," ","05/01/2024  13:44:39,000","R","  39,2","      496875","         220","       49974",
"01/05/2025  17:15:44,216","    93300000"," ","05/01/2024  13:44:39,000","R","  40,9","      493125","        -548","       49974",
"01/05/2025  17:15:44,216","    93500000"," ","05/01/2024  13:44:39,000","R","  36,3","      495000","         441","       49982",
"01/05/2025  17:15:44,216","    93700000"," ","05/01/2024  13:44:39,000","R","  44,8","      480000","        1383","       49975",
"01/05/2025  17:15:44,216","    93900000"," ","05/01/2024  13:44:39,000","R","  35,2","      491875","         367","       49974",
"01/05/2025  17:15:44,216","    94100000"," ","05/01/2024  13:44:39,000","R","  35,9","      496875","         274","       49980",
"01/05/2025  17:15:44,216","    94300000"," ","05/01/2024  13:44:39,000","R","  35,9","      119687","        -325","       49978",
"01/05/2025  17:15:44,216","    94500000","LA KARIBEÑA","14/03/2022  13:44:39,000","R","  81,6","      140937","         526","       49974",
"01/05/2025  17:15:44,216","    94700000"," ","05/01/2024  13:44:39,000","R","  34,6","      119062","         -48","       49974",
"01/05/2025  17:15:44,216","    94900000"," ","05/01/2024  13:44:39,000","R","  44,0","      494687","         910","       49974",
"01/05/2025  17:15:44,216","    95100000"," ","05/01/2024  13:44:39,000","R","  36,4","      495937","        -159","       49974",
"01/05/2025  17:15:44,216","    95300000"," ","05/01/2024  13:44:39,000","R","  40,5","      493750","        2000","       49980",
"01/05/2025  17:15:44,216","    95500000"," ","05/01/2024  13:44:39,000","R","  40,0","      106562","        2353","       49975",
"01/05/2025  17:15:44,216","    95700000","RADIO ROMÁNTICA FM","14/07/2017  13:44:39,000","R","  87,5","      117500","        -424","       49974",
"01/05/2025  17:15:44,216","    95900000"," ","05/01/2024  13:44:39,000","R","  35,5","      111875","       -2713","       49975",
"01/05/2025  17:15:44,216","    96100000"," ","05/01/2024  13:44:39,000","R","  51,0","      405000","        1221","       49975",
"01/05/2025  17:15:44,216","    96300000"," ","05/01/2024  13:44:39,000","R","  38,9","      468750","        -111","       49974",
"01/05/2025  17:15:44,216","    96500000"," ","05/01/2024  13:44:39,000","R","  35,9","      495625","        -327","       49974",
"01/05/2025  17:15:44,216","    96700000"," ","05/01/2024  13:44:39,000","R","  35,6","      472187","         191","       49974",
"01/05/2025  17:15:44,216","    96900000"," ","05/01/2024  13:44:39,000","R","  47,5","      414375","         970","       49975",
"01/05/2025  17:15:44,216","    97100000"," ","05/01/2024  13:44:39,000","R","  34,9","      469687","        -689","       49975",
"01/05/2025  17:15:44,216","    97300000"," ","05/01/2024  13:44:39,000","R","  35,6","      497500","          -7","       49974",
"01/05/2025  17:15:44,216","    97500000"," ","05/01/2024  13:44:39,000","R","  39,8","      490937","         560","       49974",
"01/05/2025  17:15:44,216","    97700000"," ","05/01/2024  13:44:39,000","R","  44,2","       68125","        -934","       49986",
"01/05/2025  17:15:44,216","    97900000"," ","05/01/2024  13:44:39,000","R","  91,1","      188437","       23337","       49982",
"01/05/2025  17:15:44,216","    98100000","RADIO PODOCARPUS","04/03/2021  13:45:39,000","M"," 102,8","      299687","        -109","       49978",
"01/05/2025  17:15:44,216","    98300000"," ","05/01/2024  13:44:39,000","R","  58,2","      182812","      -23253","       49981",
"01/05/2025  17:15:44,216","    98500000"," ","05/01/2024  13:44:39,000","R","  38,5","       79375","        1176","       49975",
"01/05/2025  17:15:44,216","    98700000"," ","05/01/2024  13:44:39,000","R","  34,4","      432812","        2048","       49988",
"01/05/2025  17:15:44,216","    98900000"," ","05/01/2024  13:44:39,000","R","  57,4","      371875","         231","       49974",
"01/05/2025  17:15:44,216","    99100000"," ","05/01/2024  13:44:39,000","R","  46,1","      493437","        -905","       49975",
"01/05/2025  17:15:44,216","    99300000"," ","05/01/2024  13:44:39,000","R","  47,2","      478437","         341","       49974",
"01/05/2025  17:15:44,216","    99500000"," ","05/01/2024  13:44:39,000","R","  37,5","      479062","       12262","       49977",
"01/05/2025  17:15:44,216","    99700000"," ","05/01/2024  13:44:39,000","R","  35,6","      495937","         110","       49996",
"01/05/2025  17:15:44,216","    99900000"," ","05/01/2024  13:44:39,000","R","  43,1","      360937","         729","       49974",
"01/05/2025  17:15:44,216","   100100000"," ","05/01/2024  13:44:39,000","R","  55,0","      346562","        -233","       49974",
"01/05/2025  17:15:44,216","   100300000"," ","05/01/2024  13:44:39,000","R","  38,9","      476562","         -61","       49974",
"01/05/2025  17:15:44,216","   100500000"," ","05/01/2024  13:44:39,000","R","  43,7","      491875","          54","       49974",
"01/05/2025  17:15:44,216","   100700000"," ","05/01/2024  13:44:39,000","R","  41,7","       83125","       -1208","       49975",
"01/05/2025  17:15:44,216","   100900000","ZT RADIO LA RUMBERA","01/03/2021  13:44:39,000","R","  73,3","       64687","        -182","       42192",
"01/05/2025  17:15:44,216","   101100000"," ","05/01/2024  13:44:39,000","R","  36,1","       28125","        -472","       49986",
"01/05/2025  17:15:44,216","   101300000","LUCA RADIO 101.3","04/03/2021  13:44:39,000","M","  44,3","      476562","        1499","       49975",
"01/05/2025  17:15:44,216","   101500000"," ","05/01/2024  13:44:39,000","R","  37,1","      494687","         353","       49974",
"01/05/2025  17:15:44,216","   101700000"," ","05/01/2024  13:44:39,000","R","  39,6","      490937","         183","       49974",
"01/05/2025  17:15:44,216","   101900000"," ","05/01/2024  13:44:39,000","R","  36,9","      490937","        -869","       49975",
"01/05/2025  17:15:44,216","   102100000"," ","05/01/2024  13:44:39,000","R","  45,5","      435000","         -44","       49974",
"01/05/2025  17:15:44,216","   102300000"," ","05/01/2024  13:44:39,000","R","  34,9","      494687","          33","       49974",
"01/05/2025  17:15:44,216","   102500000"," ","05/01/2024  13:44:39,000","R","  42,9","      477500","        -380","       49974",
"01/05/2025  17:15:44,216","   102700000"," ","05/01/2024  13:44:39,000","R","  34,6","      491562","        -370","       49974",
"01/05/2025  17:15:44,216","   102900000"," ","05/01/2024  13:44:39,000","R","  34,7","      495000","         537","       49974",
"01/05/2025  17:15:44,216","   103100000"," ","05/01/2024  13:44:39,000","R","  39,1","      494687","        -392","       49974",
"01/05/2025  17:15:44,216","   103300000"," ","05/01/2024  13:44:39,000","R","  38,3","      493750","         -46","       49974",
"01/05/2025  17:15:44,216","   103500000"," ","05/01/2024  13:44:39,000","R","  34,7","      490937","        -168","       49974",
"01/05/2025  17:15:44,216","   103700000"," ","05/01/2024  13:44:39,000","R","  46,8","      454375","       -1259","       49975",
"01/05/2025  17:15:44,216","   103900000"," ","05/01/2024  13:44:39,000","R","  41,0","      146875","        3774","       49986",
"01/05/2025  17:15:44,216","   104100000","INTEGRACION FM","17/10/1994  13:44:39,000","M","  81,8","      185000","        -241","       49974",
"01/05/2025  17:15:44,216","   104300000"," ","05/01/2024  13:44:39,000","R","  41,4","      135625","       -4429","       49976",
"01/05/2025  17:15:44,216","   104500000"," ","05/01/2024  13:44:39,000","R","  41,9","      486250","         102","       49974",
"01/05/2025  17:15:44,216","   104700000"," ","05/01/2024  13:44:39,000","R","  39,4","      496875","         -29","       49974",
"01/05/2025  17:15:44,216","   104900000"," ","05/01/2024  13:44:39,000","R","  43,6","      475937","        -161","       49974",
"01/05/2025  17:15:44,216","   105100000"," ","05/01/2024  13:44:39,000","R","  33,8","      447187","       -1037","       49975",
"01/05/2025  17:15:44,216","   105300000","PUBLICA FM","27/11/2015  13:44:39,000","R","  53,4","      134687","          -4","       15831",
"01/05/2025  17:15:44,216","   105500000"," ","05/01/2024  13:44:39,000","R","  32,4","      461250","         234","       49974",
"01/05/2025  17:15:44,216","   105700000"," ","05/01/2024  13:44:39,000","R","  41,0","      480312","         332","       49974",
"01/05/2025  17:15:44,216","   105900000"," ","05/01/2024  13:44:39,000","R","  49,9","      472500","        3013","       49975",
"01/05/2025  17:15:44,216","   106100000"," ","05/01/2024  13:44:39,000","R","  55,5","      340312","        -101","       49974",
"01/05/2025  17:15:44,216","   106300000"," ","05/01/2024  13:44:39,000","R","  51,8","      458750","       -2595","       49975",
"01/05/2025  17:15:44,216","   106500000"," ","05/01/2024  13:44:39,000","R","  42,2","      480625","       -1192","       49975",
"01/05/2025  17:15:44,216","   106700000"," ","05/01/2024  13:44:39,000","R","  35,9","      105625","         365","       49974",
"01/05/2025  17:15:44,216","   106900000","ZETA","25/02/2021  13:44:39,000","M","  96,7","      124375","        -228","       49974",
"01/05/2025  17:15:44,216","   107300000"," ","05/01/2024  13:44:39,000","R","  40,1","      486875","       -1042","       49975",
"01/05/2025  17:15:44,216","   107500000"," ","05/01/2024  13:44:39,000","R","  37,7","      493437","        -848","       49975",
"01/05/2025  17:15:44,216","   107700000"," ","05/01/2024  13:44:39,000","R","  39,1","      496250","        -129","       49984",
"01/05/2025  17:15:44,216","   107900000"," ","05/01/2024  13:44:39,000","R","  36,9","      491562","         797","       49988",
"01/05/2025  17:15:44,216","   108000000"," ","05/01/2024  13:44:39,000","R","  39,1","      485000","        1464","       49975",
"01/05/2025  17:16:03,622","    88100000"," ","05/01/2024  13:44:39,000","R","  49,4","      487500","         -31","       49978",
"01/05/2025  17:16:03,622","    88300000"," ","05/01/2024  13:44:39,000","R","  42,2","      477500","        -485","       49974",
"01/05/2025  17:16:03,622","    88500000","RADIO SONORAMA FM","04/03/2021  13:44:39,000","R","  58,8","      468750","         -68","        7003",
"01/05/2025  17:16:03,622","    88700000"," ","05/01/2024  13:44:39,000","R","  44,5","         625","         200","       49992",
"01/05/2025  17:16:03,622","    88900000","LA RADIO DE LA ASAMBLEA NACIONA","24/01/2022  13:44:39,000","R","  87,6","         625","         -67","         129",
"01/05/2025  17:16:03,622","    90100000","RADIO ONDA MUNICIPAL FM","07/02/2018  13:44:39,000","M"," 103,2","      112812","          28","       49974",
"01/05/2025  17:16:03,622","    90300000"," ","05/01/2024  13:44:39,000","R","  48,9","      109062","        -815","       49975",
"01/05/2025  17:16:03,622","    90500000"," ","05/01/2024  13:44:39,000","R","  41,0","      493437","       -2618","       49975",
"01/05/2025  17:16:03,622","    90700000"," ","05/01/2024  13:44:39,000","R","  39,0","      494687","         -41","       49974",
"01/05/2025  17:16:03,622","    90900000"," ","05/01/2024  13:44:39,000","R","  49,5","      494375","        -367","       49974",
"01/05/2025  17:16:03,622","    91100000"," ","05/01/2024  13:44:39,000","R","  41,8","      494687","        -126","       49974",
"01/05/2025  17:16:03,622","    91300000"," ","05/01/2024  13:44:39,000","R","  44,8","      488750","        1019","       49975",
"01/05/2025  17:16:03,622","    91500000"," ","05/01/2024  13:44:39,000","R","  38,3","      492812","        -490","       49984",
"01/05/2025  17:16:03,622","    91700000"," ","05/01/2024  13:44:39,000","R","  38,6","      485937","          83","       49974",
"01/05/2025  17:16:03,622","    91900000"," ","05/01/2024  13:44:39,000","R","  53,3","      127187","        9749","       49977",
"01/05/2025  17:16:03,622","    92100000","AMAZONAS FM","03/03/2021  13:44:39,000","R","  90,6","      146562","         358","       49974",
"01/05/2025  17:16:03,622","    92300000"," ","05/01/2024  13:44:39,000","R","  44,0","      115937","       -4315","       49979",
"01/05/2025  17:16:03,622","    92500000"," ","05/01/2024  13:44:39,000","R","  48,5","      476562","         187","       49986",
"01/05/2025  17:16:03,622","    92700000"," ","05/01/2024  13:44:39,000","R","  42,1","      490312","       -1198","       49975",
"01/05/2025  17:16:03,622","    92900000"," ","05/01/2024  13:44:39,000","R","  43,3","      494687","        -563","       49974",
"01/05/2025  17:16:03,622","    93100000"," ","05/01/2024  13:44:39,000","R","  39,6","      495937","        -358","       49974",
"01/05/2025  17:16:03,622","    93300000"," ","05/01/2024  13:44:39,000","R","  41,8","      494062","          -6","       49974",
"01/05/2025  17:16:03,622","    93500000"," ","05/01/2024  13:44:39,000","R","  39,0","      495937","          71","       49974",
"01/05/2025  17:16:03,622","    93700000"," ","05/01/2024  13:44:39,000","R","  44,2","      486875","         -90","       49974",
"01/05/2025  17:16:03,622","    93900000"," ","05/01/2024  13:44:39,000","R","  43,4","      492500","        -315","       49982",
"01/05/2025  17:16:03,622","    94100000"," ","05/01/2024  13:44:39,000","R","  37,6","      496250","         620","       49996",
"01/05/2025  17:16:03,622","    94300000"," ","05/01/2024  13:44:39,000","R","  35,8","      119687","         889","       49978",
"01/05/2025  17:16:03,622","    94500000","LA KARIBEÑA","14/03/2022  13:44:39,000","R","  82,7","      139687","         419","       49974",
"01/05/2025  17:16:03,622","    94700000"," ","05/01/2024  13:44:39,000","R","  37,0","      123437","        -437","       49974",
"01/05/2025  17:16:03,622","    94900000"," ","05/01/2024  13:44:39,000","R","  40,8","      494375","        1245","       49975",
"01/05/2025  17:16:03,622","    95100000"," ","05/01/2024  13:44:39,000","R","  37,0","      495625","        -172","       49980",
"01/05/2025  17:16:03,622","    95300000"," ","05/01/2024  13:44:39,000","R","  40,4","      495312","         812","       49974",
